season,id,name,description,home_team,away_team,1st_inning_score,2nd_inning_score,result
2010,419163,Chennai Super Kings v Deccan Chargers,"2nd Semi-Final (N), Indian Premier League at Mumbai, Apr 22 2010",CSK,SRH,142/7,104,Super Kings won by 38 runs
2010,419164,Deccan Chargers v Royal Challengers Bangalore,"3rd Place Play-off (N), Indian Premier League at Mumbai, Apr 24 2010",SRH,RCB,82,86/1,RCB won by 9 wickets
2010,419165,Mumbai Indians v Chennai Super Kings,"Final (N), Indian Premier League at Mumbai, Apr 25 2010",MI,CSK,168/5,146/9,Super Kings won by 22 runs
2009,392181,Chennai Super Kings v Mumbai Indians,"1st match, Indian Premier League at Cape Town, Apr 18 2009",CSK,MI,165/7,146/7,Mum Indians won by 19 runs
2009,392182,Royal Challengers Bangalore v Rajasthan Royals,"2nd match (D/N), Indian Premier League at Cape Town, Apr 18 2009",RCB,RR,133/8,58,RCB won by 75 runs
2009,392183,Delhi Daredevils v Kings XI Punjab,"3rd match, Indian Premier League at Cape Town, Apr 19 2009",DC,KXIP,104/7,58/0,Daredevils won by 10 wickets (with 7 balls remaining) (D/L method)
2009,392184,Deccan Chargers v Kolkata Knight Riders,"4th match (D/N), Indian Premier League at Cape Town, Apr 19 2009",SRH,KKR,101,104/2,Chargers won by 8 wickets (with 41 balls remaining)
2009,392185,Royal Challengers Bangalore v Chennai Super Kings,"5th match (D/N), Indian Premier League at Port Elizabeth, Apr 20 2009",RCB,CSK,179/5,87,Super Kings won by 92 runs
2009,392186,Kings XI Punjab v Kolkata Knight Riders,"6th match, Indian Premier League at Durban, Apr 21 2009",KXIP,KKR,158/6,79/1,KKR won by 11 runs (D/L method)
,,,,,,,,
2009,392188,Royal Challengers Bangalore v Deccan Chargers,"8th match (D/N), Indian Premier League at Cape Town, Apr 22 2009",RCB,SRH,184/6,160/8,Chargers won by 24 runs
2009,392189,Chennai Super Kings v Delhi Daredevils,"9th match, Indian Premier League at Durban, Apr 23 2009",CSK,DC,189/5,180/9,Daredevils won by 9 runs
2009,392190,Kolkata Knight Riders v Rajasthan Royals,"10th match (D/N), Indian Premier League at Cape Town, Apr 23 2009",KKR,RR,150/6,150/8,Match tied (Rajasthan Royals won the one-over eliminator)
2009,392191,Royal Challengers Bangalore v Kings XI Punjab,"11th match (D/N), Indian Premier League at Durban, Apr 24 2009",RCB,KXIP,168/9,173/3,Kings XI won by 7 wickets (with 6 balls remaining)
2009,392192,Deccan Chargers v Mumbai Indians,"12th match, Indian Premier League at Durban, Apr 25 2009",SRH,MI,168/9,156/7,Chargers won by 12 runs
,,,,,,,,
2009,392194,Royal Challengers Bangalore v Delhi Daredevils,"14th match, Indian Premier League at Port Elizabeth, Apr 26 2009",RCB,DC,149/7,150/4,Daredevils won by 6 wickets (with 4 balls remaining)
2009,392195,Kings XI Punjab v Rajasthan Royals,"15th match (D/N), Indian Premier League at Cape Town, Apr 26 2009",KXIP,RR,139/6,112/7,Kings XI won by 27 runs
2009,392196,Chennai Super Kings v Deccan Chargers,"16th match, Indian Premier League at Durban, Apr 27 2009",CSK,SRH,165/6,169/4,Chargers won by 6 wickets (with 3 balls remaining)
2009,392197,Kolkata Knight Riders v Mumbai Indians,"17th match (D/N), Indian Premier League at Port Elizabeth, Apr 27 2009",KKR,MI,187/6,95,Mum Indians won by 92 runs
2009,392198,Delhi Daredevils v Rajasthan Royals,"18th match (D/N), Indian Premier League at Centurion, Apr 28 2009",DC,RR,143/7,147/5,Royals won by 5 wickets (with 9 balls remaining)
2009,392199,Royal Challengers Bangalore v Kolkata Knight Riders,"19th match, Indian Premier League at Durban, Apr 29 2009",RCB,KKR,139/6,143/5,RCB won by 5 wickets (with 1 ball remaining)
2009,392200,Kings XI Punjab v Mumbai Indians,"20th match (D/N), Indian Premier League at Durban, Apr 29 2009",KXIP,MI,119/8,116/7,Kings XI won by 3 runs
2009,392201,Deccan Chargers v Delhi Daredevils,"21st match, Indian Premier League at Centurion, Apr 30 2009",SRH,DC,148/9,150/4,Daredevils won by 6 wickets (with 8 balls remaining)
2009,392202,Chennai Super Kings v Rajasthan Royals,"22nd match (D/N), Indian Premier League at Centurion, Apr 30 2009",CSK,RR,164/5,126,Super Kings won by 38 runs
2009,392203,Kolkata Knight Riders v Mumbai Indians,"23rd match, Indian Premier League at East London, May 1 2009",KKR,MI,148/6,139/6,Mum Indians won by 9 runs
2009,392204,Royal Challengers Bangalore v Kings XI Punjab,"24th match (D/N), Indian Premier League at Durban, May 1 2009",RCB,KXIP,145/9,137/7,RCB won by 8 runs
2009,392205,Deccan Chargers v Rajasthan Royals,"25th match, Indian Premier League at Port Elizabeth, May 2 2009",SRH,RR,141/5,142/7,Royals won by 3 wickets (with 2 balls remaining)
2009,392206,Chennai Super Kings v Delhi Daredevils,"26th match (D/N), Indian Premier League at Johannesburg, May 2 2009",CSK,DC,163,145/8,Super Kings won by 18 runs
2009,392207,Kings XI Punjab v Kolkata Knight Riders,"27th match, Indian Premier League at Port Elizabeth, May 3 2009",KXIP,KKR,153/3,154/4,Kings XI won by 6 wickets (with 0 balls remaining)
2009,392208,Royal Challengers Bangalore v Mumbai Indians,"28th match (D/N), Indian Premier League at Johannesburg, May 3 2009",RCB,MI,149/4,150/1,RCB won by 9 wickets (with 11 balls remaining)
2009,392209,Chennai Super Kings v Deccan Chargers,"29th match (D/N), Indian Premier League at East London, May 4 2009",CSK,SRH,178/3,100,Super Kings won by 78 runs
2009,392210,Kings XI Punjab v Rajasthan Royals,"30th match, Indian Premier League at Durban, May 5 2009",KXIP,RR,211/4,133/8,Royals won by 78 runs
2009,392211,Delhi Daredevils v Kolkata Knight Riders,"31st match (D/N), Indian Premier League at Durban, May 5 2009",DC,KKR,154/3,157/1,Daredevils won by 9 wickets (with 6 balls remaining)
2009,392212,Deccan Chargers v Mumbai Indians,"32nd match (D/N), Indian Premier League at Centurion, May 6 2009",SRH,MI,145/6,126/8,Chargers won by 19 runs
2009,392213,Royal Challengers Bangalore v Rajasthan Royals,"33rd match, Indian Premier League at Centurion, May 7 2009",RCB,RR,105,107/3,Royals won by 7 wickets (with 30 balls remaining)
2009,392214,Chennai Super Kings v Kings XI Punjab,"34th match (D/N), Indian Premier League at Centurion, May 7 2009",CSK,KXIP,185/3,174/3,Super Kings won by 12 runs (D/L method)
2009,392215,Delhi Daredevils v Mumbai Indians,"35th match (D/N), Indian Premier League at East London, May 8 2009",DC,MI,116,118/3,Daredevils won by 7 wickets (with 7 balls remaining)
2009,392216,Deccan Chargers v Kings XI Punjab,"36th match, Indian Premier League at Kimberley, May 9 2009",SRH,KXIP,168/5,169/7,Kings XI won by 3 wickets (with 1 ball remaining)
2009,392217,Chennai Super Kings v Rajasthan Royals,"37th match (D/N), Indian Premier League at Kimberley, May 9 2009",CSK,RR,140/7,141/3,Super Kings won by 7 wickets (with 10 balls remaining)
2009,392218,Royal Challengers Bangalore v Mumbai Indians,"38th match, Indian Premier League at Port Elizabeth, May 10 2009",RCB,MI,157/2,141/7,Mum Indians won by 16 runs
2009,392219,Delhi Daredevils v Kolkata Knight Riders,"39th match (D/N), Indian Premier League at Johannesburg, May 10 2009",DC,KKR,123/8,125/3,Daredevils won by 7 wickets (with 17 balls remaining)
2009,392220,Deccan Chargers v Rajasthan Royals,"40th match (D/N), Indian Premier League at Kimberley, May 11 2009",SRH,RR,166/7,113,Chargers won by 53 runs
2009,392221,Royal Challengers Bangalore v Kolkata Knight Riders,"41st match, Indian Premier League at Centurion, May 12 2009",RCB,KKR,173/4,176/4,RCB won by 6 wickets (with 4 balls remaining)
2009,392222,Kings XI Punjab v Mumbai Indians,"42nd match (D/N), Indian Premier League at Centurion, May 12 2009",KXIP,MI,119/9,122/2,Mum Indians won by 8 wickets (with 22 balls remaining)
2009,392223,Deccan Chargers v Delhi Daredevils,"43rd match (D/N), Indian Premier League at Durban, May 13 2009",SRH,DC,173/7,161,Daredevils won by 12 runs
2009,392224,Royal Challengers Bangalore v Chennai Super Kings,"44th match, Indian Premier League at Durban, May 14 2009",RCB,CSK,129,132/8,RCB won by 2 wickets (with 2 balls remaining)
2009,392225,Mumbai Indians v Rajasthan Royals,"45th match (D/N), Indian Premier League at Durban, May 14 2009",MI,RR,145/7,143,Royals won by 2 runs
2009,392226,Delhi Daredevils v Kings XI Punjab,"46th match (D/N), Indian Premier League at Bloemfontein, May 15 2009",DC,KXIP,120/9,123/4,Kings XI won by 6 wickets (with 5 balls remaining)
2009,392227,Chennai Super Kings v Mumbai Indians,"47th match, Indian Premier League at Port Elizabeth, May 16 2009",CSK,MI,147/5,151/3,Super Kings won by 7 wickets (with 5 balls remaining)
2009,392228,Deccan Chargers v Kolkata Knight Riders,"48th match (D/N), Indian Premier League at Johannesburg, May 16 2009",SRH,KKR,160/5,166/4,Chargers won by 6 wickets (with 0 balls remaining)
2009,392229,Deccan Chargers v Kings XI Punjab,"49th match, Indian Premier League at Johannesburg, May 17 2009",SRH,KXIP,134/7,133/8,Kings XI won by 1 run
2009,392230,Delhi Daredevils v Rajasthan Royals,"50th match (D/N), Indian Premier League at Bloemfontein, May 17 2009",DC,RR,150/3,136/9,Daredevils won by 14 runs
2009,392231,Chennai Super Kings v Kolkata Knight Riders,"51st match (D/N), Indian Premier League at Centurion, May 18 2009",CSK,KKR,188/3,189/3,KKR won by 7 wickets (with 0 balls remaining)
2009,392232,Royal Challengers Bangalore v Delhi Daredevils,"52nd match (D/N), Indian Premier League at Johannesburg, May 19 2009",RCB,DC,134/7,135/3,RCB won by 7 wickets (with 6 balls remaining)
2009,392233,Kolkata Knight Riders v Rajasthan Royals,"53rd match, Indian Premier League at Durban, May 20 2009",KKR,RR,101/9,102/6,KKR won by 4 wickets (with 3 balls remaining)
2009,392234,Chennai Super Kings v Kings XI Punjab,"54th match (D/N), Indian Premier League at Durban, May 20 2009",CSK,KXIP,116/9,92/8,Super Kings won by 24 runs
2009,392235,Delhi Daredevils v Mumbai Indians,"55th match, Indian Premier League at Centurion, May 21 2009",DC,MI,165/8,166/6,Daredevils won by 4 wickets (with 15 balls remaining)
2009,392236,Royal Challengers Bangalore v Deccan Chargers,"56th match (D/N), Indian Premier League at Centurion, May 21 2009",RCB,SRH,170/4,158/6,RCB won by 12 runs
2009,392237,Deccan Chargers v Delhi Daredevils,"1st Semi-Final (D/N), Indian Premier League at Centurion, May 22 2009",SRH,DC,153/8,154/4,Chargers won by 6 wickets
2009,392238,Chennai Super Kings v Royal Challengers Bangalore,"2nd Semi-Final (D/N), Indian Premier League at Johannesburg, May 23 2009",CSK,RCB,146/5,149/4,RCB won by 6 wickets
2009,392239,Deccan Chargers v Royal Challengers Bangalore,"Final (D/N), Indian Premier League at Johannesburg, May 24 2009",SRH,RCB,143/6,137/9,Chargers won by 6 runs
2008,335982,Royal Challengers Bangalore v Kolkata Knight Riders,"1st match (N), Indian Premier League at Bengaluru, Apr 18 2008",RCB,KKR,222/3,82,KKR won by 140 runs
2008,335983,Kings XI Punjab v Chennai Super Kings,"2nd match (D/N), Indian Premier League at Mohali, Apr 19 2008",KXIP,CSK,240/5,207/4,Super Kings won by 33 runs
2008,335984,Delhi Daredevils v Rajasthan Royals,"3rd match (N), Indian Premier League at Delhi, Apr 19 2008",DC,RR,129/8,132/1,Daredevils won by 9 wickets (with 29 balls remaining)
2008,335986,Kolkata Knight Riders v Deccan Chargers,"4th match (D/N), Indian Premier League at Kolkata, Apr 20 2008",KKR,SRH,110,112/5,KKR won by 5 wickets (with 6 balls remaining)
2008,335985,Mumbai Indians v Royal Challengers Bangalore,"5th match (N), Indian Premier League at Mumbai, Apr 20 2008",MI,RCB,165/6,166/5,RCB won by 5 wickets (with 2 balls remaining)
2008,335987,Rajasthan Royals v Kings XI Punjab,"6th match (N), Indian Premier League at Jaipur, Apr 21 2008",RR,KXIP,166/8,168/4,Royals won by 6 wickets (with 11 balls remaining)
2008,335988,Deccan Chargers v Delhi Daredevils,"7th match (N), Indian Premier League at Hyderabad (Deccan), Apr 22 2008",SRH,DC,142/8,143/1,Daredevils won by 9 wickets (with 42 balls remaining)
2008,335989,Chennai Super Kings v Mumbai Indians,"8th match (N), Indian Premier League at Chennai, Apr 23 2008",CSK,MI,208/5,202/7,Super Kings won by 6 runs
2008,335990,Deccan Chargers v Rajasthan Royals,"9th match (N), Indian Premier League at Hyderabad (Deccan), Apr 24 2008",SRH,RR,214/5,217/7,Royals won by 3 wickets (with 1 ball remaining)
2008,335991,Kings XI Punjab v Mumbai Indians,"10th match (N), Indian Premier League at Mohali, Apr 25 2008",KXIP,MI,182,116/9,Kings XI won by 66 runs
2008,335993,Chennai Super Kings v Kolkata Knight Riders,"11th match (D/N), Indian Premier League at Chennai, Apr 26 2008",CSK,KKR,147/9,152/1,Super Kings won by 9 wickets (with 18 balls remaining)
2008,335992,Royal Challengers Bangalore v Rajasthan Royals,"12th match (N), Indian Premier League at Bengaluru, Apr 26 2008",RCB,RR,135/8,138/3,Royals won by 7 wickets (with 17 balls remaining)
2008,335995,Kings XI Punjab v Delhi Daredevils,"13th match (D/N), Indian Premier League at Mohali, Apr 27 2008",KXIP,DC,158/8,162/6,Kings XI won by 4 wickets (with 3 balls remaining)
2008,335994,Mumbai Indians v Deccan Chargers,"14th match (N), Indian Premier League at Mumbai, Apr 27 2008",MI,SRH,154/7,155/0,Chargers won by 10 wickets (with 48 balls remaining)
2008,335996,Royal Challengers Bangalore v Chennai Super Kings,"15th match (N), Indian Premier League at Bengaluru, Apr 28 2008",RCB,CSK,178/5,165,Super Kings won by 13 runs
2008,335997,Kolkata Knight Riders v Mumbai Indians,"16th match (N), Indian Premier League at Kolkata, Apr 29 2008",KKR,MI,137/8,138/3,Mum Indians won by 7 wickets (with 8 balls remaining)
2008,335998,Delhi Daredevils v Royal Challengers Bangalore,"17th match (N), Indian Premier League at Delhi, Apr 30 2008",DC,RCB,191/5,181/5,Daredevils won by 10 runs
2008,336000,Rajasthan Royals v Kolkata Knight Riders,"18th match (D/N), Indian Premier League at Jaipur, May 1 2008",RR,KKR,196/7,151,Royals won by 45 runs
2008,335999,Deccan Chargers v Kings XI Punjab,"19th match (N), Indian Premier League at Hyderabad (Deccan), May 1 2008",SRH,KXIP,164/8,167/3,Kings XI won by 7 wickets (with 7 balls remaining)
2008,336001,Chennai Super Kings v Delhi Daredevils,"20th match (N), Indian Premier League at Chennai, May 2 2008",CSK,DC,169/6,172/2,Daredevils won by 8 wickets (with 6 balls remaining)
2008,336034,Royal Challengers Bangalore v Deccan Chargers,"21st match (D/N), Indian Premier League at Bengaluru, May 3 2008",RCB,SRH,156/8,153/6,RCB won by 3 runs
2008,336003,Kings XI Punjab v Kolkata Knight Riders,"22nd match (N), Indian Premier League at Mohali, May 3 2008",KXIP,KKR,178/6,169/6,Kings XI won by 9 runs
2008,336004,Mumbai Indians v Delhi Daredevils,"23rd match (D/N), Indian Premier League at Mumbai, May 4 2008",MI,DC,162/8,133,Mum Indians won by 29 runs
2008,336005,Rajasthan Royals v Chennai Super Kings,"24th match (N), Indian Premier League at Jaipur, May 4 2008",RR,CSK,109,110/2,Royals won by 8 wickets (with 34 balls remaining)
2008,336006,Royal Challengers Bangalore v Kings XI Punjab,"25th match (N), Indian Premier League at Bengaluru, May 5 2008",RCB,KXIP,126,127/4,Kings XI won by 6 wickets (with 10 balls remaining)
2008,336007,Chennai Super Kings v Deccan Chargers,"26th match (N), Indian Premier League at Chennai, May 6 2008",CSK,SRH,144/7,148/3,Chargers won by 7 wickets (with 12 balls remaining)
2008,336008,Mumbai Indians v Rajasthan Royals,"27th match (N), Indian Premier League at Mumbai, May 7 2008",MI,RR,103,104/3,Mum Indians won by 7 wickets (with 29 balls remaining)
2008,336009,Delhi Daredevils v Chennai Super Kings,"28th match (D/N), Indian Premier League at Delhi, May 8 2008",DC,CSK,187/5,188/6,Super Kings won by 4 wickets (with 0 balls remaining)
2008,336010,Kolkata Knight Riders v Royal Challengers Bangalore,"29th match (N), Indian Premier League at Kolkata, May 8 2008",KKR,RCB,129/7,124/4,KKR won by 5 runs
2008,336011,Rajasthan Royals v Deccan Chargers,"30th match (N), Indian Premier League at Jaipur, May 9 2008",RR,SRH,140/8,141/2,Royals won by 8 wickets (with 24 balls remaining)
2008,336013,Chennai Super Kings v Kings XI Punjab,"31st match (N), Indian Premier League at Chennai, May 10 2008",CSK,KXIP,181/4,163/9,Super Kings won by 18 runs
2008,336014,Deccan Chargers v Kolkata Knight Riders,"32nd match (D/N), Indian Premier League at Hyderabad (Deccan), May 11 2008",SRH,KKR,204/4,181/7,KKR won by 23 runs
2008,336015,Rajasthan Royals v Delhi Daredevils,"33rd match (N), Indian Premier League at Jaipur, May 11 2008",RR,DC,156/7,159/7,Royals won by 3 wickets (with 5 balls remaining)
2008,336016,Kings XI Punjab v Royal Challengers Bangalore,"34th match (N), Indian Premier League at Mohali, May 12 2008",KXIP,RCB,143/8,144/1,Kings XI won by 9 wickets (with 26 balls remaining)
2008,336017,Kolkata Knight Riders v Delhi Daredevils,"35th match (N), Indian Premier League at Kolkata, May 13 2008",KKR,DC,133/6,110,KKR won by 23 runs
2008,336018,Mumbai Indians v Chennai Super Kings,"36th match (N), Indian Premier League at Mumbai, May 14 2008",MI,CSK,156/6,158/1,Mum Indians won by 9 wickets (with 37 balls remaining)
2008,336020,Delhi Daredevils v Deccan Chargers,"37th match (N), Indian Premier League at Delhi, May 15 2008",DC,SRH,194/4,182/9,Daredevils won by 12 runs
2008,336021,Mumbai Indians v Kolkata Knight Riders,"38th match (N), Indian Premier League at Mumbai, May 16 2008",MI,KKR,67,68/2,Mum Indians won by 8 wickets (with 87 balls remaining)
2008,336023,Rajasthan Royals v Royal Challengers Bangalore,"39th match (D/N), Indian Premier League at Jaipur, May 17 2008",RR,RCB,197/1,132/9,Royals won by 65 runs
2008,336022,Delhi Daredevils v Kings XI Punjab,"40th match (N), Indian Premier League at Delhi, May 17 2008",DC,KXIP,118/4,94/3,Kings XI won by 6 runs (D/L method)
2008,336025,Kolkata Knight Riders v Chennai Super Kings,"41st match (D/N), Indian Premier League at Kolkata, May 18 2008",KKR,CSK,149/5,55/0,Super Kings won by 3 runs (D/L method)
2008,336024,Deccan Chargers v Mumbai Indians,"42nd match (N), Indian Premier League at Hyderabad (Deccan), May 18 2008",SRH,MI,178/7,153/7,Mum Indians won by 25 runs
2008,336026,Royal Challengers Bangalore v Delhi Daredevils,"43rd match (N), Indian Premier League at Bengaluru, May 19 2008",RCB,DC,154/7,158/5,Daredevils won by 5 wickets (with 10 balls remaining)
2008,336027,Kolkata Knight Riders v Rajasthan Royals,"44th match (N), Indian Premier League at Kolkata, May 20 2008",KKR,RR,147/8,150/4,Royals won by 6 wickets (with 21 balls remaining)
2008,336028,Mumbai Indians v Kings XI Punjab,"45th match (D/N), Indian Premier League at Mumbai, May 21 2008",MI,KXIP,189/4,188,Kings XI won by 1 run
