season,id,name,description,home_team,away_team,1st_inning_score,2nd_inning_score,result
2016,980989,Kolkata Knight Riders v Rising Pune Supergiants,"45th match (N), Indian Premier League at Kolkata, May 14 2016",KKR,RPS,103/6,66/2,KKR won by 8 wickets (with 24 balls remaining) (D/L method)
2016,980991,Kings XI Punjab v Sunrisers Hyderabad,"46th match (D/N), Indian Premier League at Mohali, May 15 2016",KXIP,SRH,179/4,180/3,Sunrisers won by 7 wickets (with 2 balls remaining)
2016,980993,Mumbai Indians v Delhi Daredevils,"47th match (N), Indian Premier League at Visakhapatnam, May 15 2016",MI,DC,206/4,126,Mum Indians won by 80 runs
2016,980995,Kolkata Knight Riders v Royal Challengers Bangalore,"48th match (N), Indian Premier League at Kolkata, May 16 2016",KKR,RCB,183/5,186/1,RCB won by 9 wickets (with 8 balls remaining)
2016,980997,Rising Pune Supergiants v Delhi Daredevils,"49th match (N), Indian Premier League at Visakhapatnam, May 17 2016",RPS,DC,121/6,76/1,Supergiants won by 19 runs (D/L method)
2016,980999,Royal Challengers Bangalore v Kings XI Punjab,"50th match (N), Indian Premier League at Bengaluru, May 18 2016",RCB,KXIP,211/3,120/9,RCB won by 82 runs (D/L method)
2016,981001,Gujarat Lions v Kolkata Knight Riders,"51st match (N), Indian Premier League at Kanpur, May 19 2016",GL,KKR,124/8,125/4,Guj Lions won by 6 wickets (with 39 balls remaining)
2016,981003,Delhi Daredevils v Sunrisers Hyderabad,"52nd match (N), Indian Premier League at Raipur, May 20 2016",DC,SRH,158/7,161/4,Daredevils won by 6 wickets (with 0 balls remaining)
2016,981005,Rising Pune Supergiants v Kings XI Punjab,"53rd match (D/N), Indian Premier League at Visakhapatnam, May 21 2016",RPS,KXIP,172/7,173/6,Supergiants won by 4 wickets (with 0 balls remaining)
2016,981007,Gujarat Lions v Mumbai Indians,"54th match (N), Indian Premier League at Kanpur, May 21 2016",GL,MI,172/8,173/4,Guj Lions won by 6 wickets (with 13 balls remaining)
2016,981009,Kolkata Knight Riders v Sunrisers Hyderabad,"55th match (D/N), Indian Premier League at Kolkata, May 22 2016",KKR,SRH,171/6,149/8,KKR won by 22 runs
2016,981011,Delhi Daredevils v Royal Challengers Bangalore,"56th match (N), Indian Premier League at Raipur, May 22 2016",DC,RCB,138/8,139/4,RCB won by 6 wickets (with 11 balls remaining)
2016,981013,Royal Challengers Bangalore v Gujarat Lions,"Qualifier 1 (N), Indian Premier League at Bengaluru, May 24 2016",RCB,GL,158,159/6,RCB won by 4 wickets
2016,981015,Kolkata Knight Riders v Sunrisers Hyderabad,"Eliminator (N), Indian Premier League at Delhi, May 25 2016",KKR,SRH,162/8,140/8,Sunrisers won by 22 runs
2016,981017,Gujarat Lions v Sunrisers Hyderabad,"Qualifier 2 (N), Indian Premier League at Delhi, May 27 2016",GL,SRH,162/7,163/6,Sunrisers won by 4 wickets (with 4 balls remaining)
2016,981019,Royal Challengers Bangalore v Sunrisers Hyderabad,"Final (N), Indian Premier League at Bengaluru, May 29 2016",RCB,SRH,208/7,200/7,Sunrisers won by 8 runs
2015,829705,Kolkata Knight Riders v Mumbai Indians,"1st match (N), Pepsi Indian Premier League at Kolkata, Apr 8 2015",KKR,MI,168/3,170/3,KKR won by 7 wickets (with 9 balls remaining)
2015,829707,Chennai Super Kings v Delhi Daredevils,"2nd match (N), Pepsi Indian Premier League at Chennai, Apr 9 2015",CSK,DC,150/7,149/9,Super Kings won by 1 run
2015,829709,Kings XI Punjab v Rajasthan Royals,"3rd match (N), Pepsi Indian Premier League at Pune, Apr 10 2015",KXIP,RR,162/7,136/8,Royals won by 26 runs
2015,829711,Chennai Super Kings v Sunrisers Hyderabad,"4th match (D/N), Pepsi Indian Premier League at Chennai, Apr 11 2015",CSK,SRH,209/4,164/6,Super Kings won by 45 runs
2015,829713,Kolkata Knight Riders v Royal Challengers Bangalore,"5th match (N), Pepsi Indian Premier League at Kolkata, Apr 11 2015",KKR,RCB,177/6,179/7,RCB won by 3 wickets (with 6 balls remaining)
2015,829715,Delhi Daredevils v Rajasthan Royals,"6th match (D/N), Pepsi Indian Premier League at Delhi, Apr 12 2015",DC,RR,184/3,186/7,Royals won by 3 wickets (with 0 balls remaining)
2015,829717,Mumbai Indians v Kings XI Punjab,"7th match (N), Pepsi Indian Premier League at Mumbai, Apr 12 2015",MI,KXIP,177/5,159/7,Kings XI won by 18 runs
2015,829719,Royal Challengers Bangalore v Sunrisers Hyderabad,"8th match (N), Pepsi Indian Premier League at Bengaluru, Apr 13 2015",RCB,SRH,166,172/2,Sunrisers won by 8 wickets (with 16 balls remaining)
2015,829721,Rajasthan Royals v Mumbai Indians,"9th match (N), Pepsi Indian Premier League at Ahmedabad, Apr 14 2015",RR,MI,164/5,165/3,Royals won by 7 wickets (with 5 balls remaining)
2015,829725,Kings XI Punjab v Delhi Daredevils,"10th match (N), Pepsi Indian Premier League at Pune, Apr 15 2015",KXIP,DC,165/7,169/5,Daredevils won by 5 wickets (with 1 ball remaining)
2015,829727,Sunrisers Hyderabad v Rajasthan Royals,"11th match (N), Pepsi Indian Premier League at Visakhapatnam, Apr 16 2015",SRH,RR,127/5,131/4,Royals won by 6 wickets (with 0 balls remaining)
2015,829729,Mumbai Indians v Chennai Super Kings,"12th match (N), Pepsi Indian Premier League at Mumbai, Apr 17 2015",MI,CSK,183/7,189/4,Super Kings won by 6 wickets (with 20 balls remaining)
2015,829731,Sunrisers Hyderabad v Delhi Daredevils,"13th match (D/N), Pepsi Indian Premier League at Visakhapatnam, Apr 18 2015",SRH,DC,167/4,163/8,Daredevils won by 4 runs
2015,829733,Kings XI Punjab v Kolkata Knight Riders,"14th match (N), Pepsi Indian Premier League at Pune, Apr 18 2015",KXIP,KKR,155/9,159/6,KKR won by 4 wickets (with 13 balls remaining)
2015,829735,Rajasthan Royals v Chennai Super Kings,"15th match (D/N), Pepsi Indian Premier League at Ahmedabad, Apr 19 2015",RR,CSK,156/4,157/2,Royals won by 8 wickets (with 10 balls remaining)
2015,829737,Royal Challengers Bangalore v Mumbai Indians,"16th match (N), Pepsi Indian Premier League at Bengaluru, Apr 19 2015",RCB,MI,209/7,191/7,Mum Indians won by 18 runs
2015,829739,Delhi Daredevils v Kolkata Knight Riders,"17th match (N), Pepsi Indian Premier League at Delhi, Apr 20 2015",DC,KKR,146/8,147/4,KKR won by 6 wickets (with 11 balls remaining)
2015,829741,Rajasthan Royals v Kings XI Punjab,"18th match (N), Pepsi Indian Premier League at Ahmedabad, Apr 21 2015",RR,KXIP,191/6,191/6,Match tied (Kings XI Punjab won the one-over eliminator)
2015,829743,Sunrisers Hyderabad v Kolkata Knight Riders,"19th match (D/N), Pepsi Indian Premier League at Visakhapatnam, Apr 22 2015",SRH,KKR,176/4,101/4,Sunrisers won by 16 runs (D/L method)
2015,829745,Royal Challengers Bangalore v Chennai Super Kings,"20th match (N), Pepsi Indian Premier League at Bengaluru, Apr 22 2015",RCB,CSK,181/8,154/8,Super Kings won by 27 runs
2015,829747,Delhi Daredevils v Mumbai Indians,"21st match (N), Pepsi Indian Premier League at Delhi, Apr 23 2015",DC,MI,190/4,153/9,Daredevils won by 37 runs
2015,829749,Rajasthan Royals v Royal Challengers Bangalore,"22nd match (N), Pepsi Indian Premier League at Ahmedabad, Apr 24 2015",RR,RCB,130/9,134/1,RCB won by 9 wickets (with 23 balls remaining)
2015,829751,Mumbai Indians v Sunrisers Hyderabad,"23rd match (D/N), Pepsi Indian Premier League at Mumbai, Apr 25 2015",MI,SRH,157/8,137/8,Mum Indians won by 20 runs
2015,829753,Chennai Super Kings v Kings XI Punjab,"24th match (N), Pepsi Indian Premier League at Chennai, Apr 25 2015",CSK,KXIP,192/3,95/9,Super Kings won by 97 runs
,,,,,,,,
2015,829757,Delhi Daredevils v Royal Challengers Bangalore,"26th match (N), Pepsi Indian Premier League at Delhi, Apr 26 2015",DC,RCB,95,99/0,RCB won by 10 wickets (with 57 balls remaining)
2015,829759,Kings XI Punjab v Sunrisers Hyderabad,"27th match (N), Pepsi Indian Premier League at Mohali, Apr 27 2015",KXIP,SRH,150/6,130/9,Sunrisers won by 20 runs
2015,829765,Chennai Super Kings v Kolkata Knight Riders,"28th match (N), Pepsi Indian Premier League at Chennai, Apr 28 2015",CSK,KKR,134/6,132/9,Super Kings won by 2 runs
,,,,,,,,
2015,829723,Kolkata Knight Riders v Chennai Super Kings,"30th match (N), Pepsi Indian Premier League at Kolkata, Apr 30 2015",KKR,CSK,165/9,169/3,KKR won by 7 wickets (with 1 ball remaining)
2015,829767,Delhi Daredevils v Kings XI Punjab,"31st match (D/N), Pepsi Indian Premier League at Delhi, May 1 2015",DC,KXIP,118/8,119/1,Daredevils won by 9 wickets (with 37 balls remaining)
2015,829769,Mumbai Indians v Rajasthan Royals,"32nd match (N), Pepsi Indian Premier League at Mumbai, May 1 2015",MI,RR,187/5,179/7,Mum Indians won by 8 runs
2015,829771,Royal Challengers Bangalore v Kolkata Knight Riders,"33rd match (D/N), Pepsi Indian Premier League at Bengaluru, May 2 2015",RCB,KKR,111/4,115/3,RCB won by 7 wickets (with 2 balls remaining)
2015,829773,Sunrisers Hyderabad v Chennai Super Kings,"34th match (N), Pepsi Indian Premier League at Hyderabad (Deccan), May 2 2015",SRH,CSK,192/7,170/6,Sunrisers won by 22 runs
2015,829775,Kings XI Punjab v Mumbai Indians,"35th match (D/N), Pepsi Indian Premier League at Mohali, May 3 2015",KXIP,MI,172/3,149/7,Mum Indians won by 23 runs
2015,829777,Rajasthan Royals v Delhi Daredevils,"36th match (N), Pepsi Indian Premier League at Mumbai (BS), May 3 2015",RR,DC,189/2,175/7,Royals won by 14 runs
2015,829779,Chennai Super Kings v Royal Challengers Bangalore,"37th match (D/N), Pepsi Indian Premier League at Chennai, May 4 2015",CSK,RCB,148/9,124,Super Kings won by 24 runs
2015,829781,Kolkata Knight Riders v Sunrisers Hyderabad,"38th match (N), Pepsi Indian Premier League at Kolkata, May 4 2015",KKR,SRH,167/7,132/9,KKR won by 35 runs
2015,829783,Mumbai Indians v Delhi Daredevils,"39th match (N), Pepsi Indian Premier League at Mumbai, May 5 2015",MI,DC,152/6,153/5,Mum Indians won by 5 wickets (with 3 balls remaining)
2015,829785,Royal Challengers Bangalore v Kings XI Punjab,"40th match (N), Pepsi Indian Premier League at Bengaluru, May 6 2015",RCB,KXIP,226/3,88,RCB won by 138 runs
2015,829787,Rajasthan Royals v Sunrisers Hyderabad,"41st match (D/N), Pepsi Indian Premier League at Mumbai (BS), May 7 2015",RR,SRH,201/4,194/7,Sunrisers won by 7 runs
2015,829761,Kolkata Knight Riders v Delhi Daredevils,"42nd match (N), Pepsi Indian Premier League at Kolkata, May 7 2015",KKR,DC,171/7,158/6,KKR won by 13 runs
2015,829789,Chennai Super Kings v Mumbai Indians,"43rd match (N), Pepsi Indian Premier League at Chennai, May 8 2015",CSK,MI,158/5,159/4,Mum Indians won by 6 wickets (with 4 balls remaining)
2015,829791,Kolkata Knight Riders v Kings XI Punjab,"44th match (D/N), Pepsi Indian Premier League at Kolkata, May 9 2015",KKR,KXIP,183/5,184/9,KKR won by 1 wicket (with 1 ball remaining)
2015,829793,Delhi Daredevils v Sunrisers Hyderabad,"45th match (N), Pepsi Indian Premier League at Raipur, May 9 2015",DC,SRH,163/4,157/4,Sunrisers won by 6 runs
2015,829795,Mumbai Indians v Royal Challengers Bangalore,"46th match (D/N), Pepsi Indian Premier League at Mumbai, May 10 2015",MI,RCB,235/1,196/7,RCB won by 39 runs
2015,829797,Chennai Super Kings v Rajasthan Royals,"47th match (N), Pepsi Indian Premier League at Chennai, May 10 2015",CSK,RR,157/5,145/9,Super Kings won by 12 runs
2015,829799,Sunrisers Hyderabad v Kings XI Punjab,"48th match (N), Pepsi Indian Premier League at Hyderabad (Deccan), May 11 2015",SRH,KXIP,185/5,180/7,Sunrisers won by 5 runs
2015,829801,Delhi Daredevils v Chennai Super Kings,"49th match (N), Pepsi Indian Premier League at Raipur, May 12 2015",DC,CSK,119/6,120/4,Daredevils won by 6 wickets (with 20 balls remaining)
2015,829803,Kings XI Punjab v Royal Challengers Bangalore,"50th match (N), Pepsi Indian Premier League at Mohali, May 13 2015",KXIP,RCB,106/6,84/6,Kings XI won by 22 runs
2015,829805,Mumbai Indians v Kolkata Knight Riders,"51st match (N), Pepsi Indian Premier League at Mumbai, May 14 2015",MI,KKR,171/4,166/7,Mum Indians won by 5 runs
2015,829807,Sunrisers Hyderabad v Royal Challengers Bangalore,"52nd match (N), Pepsi Indian Premier League at Hyderabad (Deccan), May 15 2015",SRH,RCB,135/3,83/4,RCB won by 6 wickets (with 1 ball remaining) (D/L method)
2015,829809,Kings XI Punjab v Chennai Super Kings,"53rd match (D/N), Pepsi Indian Premier League at Mohali, May 16 2015",KXIP,CSK,130/7,134/3,Super Kings won by 7 wickets (with 19 balls remaining)
2015,829811,Rajasthan Royals v Kolkata Knight Riders,"54th match (N), Pepsi Indian Premier League at Mumbai (BS), May 16 2015",RR,KKR,199/6,190/9,Royals won by 9 runs
,,,,,,,,
2015,829815,Sunrisers Hyderabad v Mumbai Indians,"56th match (N), Pepsi Indian Premier League at Hyderabad (Deccan), May 17 2015",SRH,MI,113,114/1,Mum Indians won by 9 wickets (with 37 balls remaining)
2015,829817,Chennai Super Kings v Mumbai Indians,"Qualifier 1 (N), Pepsi Indian Premier League at Mumbai, May 19 2015",CSK,MI,187/6,162,Mum Indians won by 25 runs
2015,829819,Rajasthan Royals v Royal Challengers Bangalore,"Eliminator (N), Pepsi Indian Premier League at Pune, May 20 2015",RR,RCB,180/4,109,RCB won by 71 runs
2015,829821,Chennai Super Kings v Royal Challengers Bangalore,"Qualifier 2 (N), Pepsi Indian Premier League at Ranchi, May 22 2015",CSK,RCB,139/8,140/7,Super Kings won by 3 wickets (with 1 ball remaining)
2015,829823,Chennai Super Kings v Mumbai Indians,"Final (N), Pepsi Indian Premier League at Kolkata, May 24 2015",CSK,MI,202/5,161/8,Mum Indians won by 41 runs
2014,729279,Mumbai Indians v Kolkata Knight Riders,"1st match (N), Pepsi Indian Premier League at Abu Dhabi, Apr 16 2014",MI,KKR,163/5,122/7,KKR won by 41 runs
2014,729281,Delhi Daredevils v Royal Challengers Bangalore,"2nd match (N), Pepsi Indian Premier League at Sharjah, Apr 17 2014",DC,RCB,145/4,146/2,RCB won by 8 wickets (with 20 balls remaining)
2014,729283,Chennai Super Kings v Kings XI Punjab,"3rd match, Pepsi Indian Premier League at Abu Dhabi, Apr 18 2014",CSK,KXIP,205/4,206/4,Kings XI won by 6 wickets (with 7 balls remaining)
2014,729285,Sunrisers Hyderabad v Rajasthan Royals,"4th match (N), Pepsi Indian Premier League at Abu Dhabi, Apr 18 2014",SRH,RR,133/6,135/6,Royals won by 4 wickets (with 3 balls remaining)
2014,729287,Royal Challengers Bangalore v Mumbai Indians,"5th match, Pepsi Indian Premier League at Dubai (DSC), Apr 19 2014",RCB,MI,115/9,116/3,RCB won by 7 wickets (with 15 balls remaining)
2014,729289,Kolkata Knight Riders v Delhi Daredevils,"6th match (N), Pepsi Indian Premier League at Dubai (DSC), Apr 19 2014",KKR,DC,166/5,167/6,Daredevils won by 4 wickets (with 3 balls remaining)
2014,729291,Rajasthan Royals v Kings XI Punjab,"7th match (N), Pepsi Indian Premier League at Sharjah, Apr 20 2014",RR,KXIP,191/5,193/3,Kings XI won by 7 wickets (with 8 balls remaining)
2014,729293,Chennai Super Kings v Delhi Daredevils,"8th match (N), Pepsi Indian Premier League at Abu Dhabi, Apr 21 2014",CSK,DC,177/7,84,Super Kings won by 93 runs
2014,729295,Kings XI Punjab v Sunrisers Hyderabad,"9th match (N), Pepsi Indian Premier League at Sharjah, Apr 22 2014",KXIP,SRH,193/6,121,Kings XI won by 72 runs
2014,729297,Rajasthan Royals v Chennai Super Kings,"10th match (N), Pepsi Indian Premier League at Dubai (DSC), Apr 23 2014",RR,CSK,140/6,133,Super Kings won by 7 runs
2014,729299,Royal Challengers Bangalore v Kolkata Knight Riders,"11th match (N), Pepsi Indian Premier League at Sharjah, Apr 24 2014",RCB,KKR,150/7,148/5,KKR won by 2 runs
2014,729301,Sunrisers Hyderabad v Delhi Daredevils,"12th match, Pepsi Indian Premier League at Dubai (DSC), Apr 25 2014",SRH,DC,184/1,180/4,Sunrisers won by 4 runs
2014,729303,Chennai Super Kings v Mumbai Indians,"13th match (N), Pepsi Indian Premier League at Dubai (DSC), Apr 25 2014",CSK,MI,141/7,142/3,Super Kings won by 7 wickets (with 6 balls remaining)
2014,729305,Rajasthan Royals v Royal Challengers Bangalore,"14th match, Pepsi Indian Premier League at Abu Dhabi, Apr 26 2014",RR,RCB,70,71/4,Royals won by 6 wickets (with 42 balls remaining)
2014,729307,Kolkata Knight Riders v Kings XI Punjab,"15th match (N), Pepsi Indian Premier League at Abu Dhabi, Apr 26 2014",KKR,KXIP,132/9,109,Kings XI won by 23 runs
2014,729309,Delhi Daredevils v Mumbai Indians,"16th match, Pepsi Indian Premier League at Sharjah, Apr 27 2014",DC,MI,125/6,126/4,Daredevils won by 6 wickets (with 7 balls remaining)
2014,729311,Sunrisers Hyderabad v Chennai Super Kings,"17th match (N), Pepsi Indian Premier League at Sharjah, Apr 27 2014",SRH,CSK,145/5,146/5,Super Kings won by 5 wickets (with 3 balls remaining)
2014,729313,Kings XI Punjab v Royal Challengers Bangalore,"18th match (N), Pepsi Indian Premier League at Dubai (DSC), Apr 28 2014",KXIP,RCB,124/8,127/5,Kings XI won by 5 wickets (with 7 balls remaining)
2014,729315,Kolkata Knight Riders v Rajasthan Royals,"19th match (N), Pepsi Indian Premier League at Abu Dhabi, Apr 29 2014",KKR,RR,152/5,152/8,Match tied (Rajasthan Royals won the one-over eliminator)
2014,729317,Mumbai Indians v Sunrisers Hyderabad,"20th match (N), Pepsi Indian Premier League at Dubai (DSC), Apr 30 2014",MI,SRH,172/5,157/7,Sunrisers won by 15 runs
2014,733971,Chennai Super Kings v Kolkata Knight Riders,"21st match (N), Pepsi Indian Premier League at Ranchi, May 2 2014",CSK,KKR,148/3,114/9,Super Kings won by 34 runs
2014,733973,Mumbai Indians v Kings XI Punjab,"22nd match (D/N), Pepsi Indian Premier League at Mumbai, May 3 2014",MI,KXIP,168/5,170/5,Mum Indians won by 5 wickets (with 5 balls remaining)
2014,733975,Delhi Daredevils v Rajasthan Royals,"23rd match (N), Pepsi Indian Premier League at Delhi, May 3 2014",DC,RR,152/5,156/3,Royals won by 7 wickets (with 9 balls remaining)
2014,733977,Royal Challengers Bangalore v Sunrisers Hyderabad,"24th match (N), Pepsi Indian Premier League at Bengaluru, May 4 2014",RCB,SRH,155/6,158/6,RCB won by 4 wickets (with 1 ball remaining)
2014,733979,Rajasthan Royals v Kolkata Knight Riders,"25th match (D/N), Pepsi Indian Premier League at Ahmedabad, May 5 2014",RR,KKR,170/6,160/6,Royals won by 10 runs
2014,733981,Delhi Daredevils v Chennai Super Kings,"26th match (N), Pepsi Indian Premier League at Delhi, May 5 2014",DC,CSK,178/5,181/2,Super Kings won by 8 wickets (with 2 balls remaining)
2014,733983,Mumbai Indians v Royal Challengers Bangalore,"27th match (N), Pepsi Indian Premier League at Mumbai, May 6 2014",MI,RCB,187/5,168/8,Mum Indians won by 19 runs
2014,733985,Delhi Daredevils v Kolkata Knight Riders,"28th match (D/N), Pepsi Indian Premier League at Delhi, May 7 2014",DC,KKR,160/5,161/2,KKR won by 8 wickets (with 10 balls remaining)
2014,733987,Kings XI Punjab v Chennai Super Kings,"29th match (N), Pepsi Indian Premier League at Cuttack, May 7 2014",KXIP,CSK,231/4,187/6,Kings XI won by 44 runs
2014,733989,Rajasthan Royals v Sunrisers Hyderabad,"30th match (N), Pepsi Indian Premier League at Ahmedabad, May 8 2014",RR,SRH,134/9,102,Sunrisers won by 32 runs
2014,733991,Royal Challengers Bangalore v Kings XI Punjab,"31st match (N), Pepsi Indian Premier League at Bengaluru, May 9 2014",RCB,KXIP,198/8,166/9,Kings XI won by 32 runs
2014,733993,Delhi Daredevils v Sunrisers Hyderabad,"32nd match (D/N), Pepsi Indian Premier League at Delhi, May 10 2014",DC,SRH,143/7,44/2,Sunrisers won by 8 wickets (with 4 balls remaining) (D/L method)
2014,733995,Mumbai Indians v Chennai Super Kings,"33rd match (N), Pepsi Indian Premier League at Mumbai, May 10 2014",MI,CSK,157/6,160/6,Super Kings won by 4 wickets (with 3 balls remaining)
2014,733997,Kings XI Punjab v Kolkata Knight Riders,"34th match (D/N), Pepsi Indian Premier League at Cuttack, May 11 2014",KXIP,KKR,149/8,150/1,KKR won by 9 wickets (with 12 balls remaining)
2014,733999,Royal Challengers Bangalore v Rajasthan Royals,"35th match (N), Pepsi Indian Premier League at Bengaluru, May 11 2014",RCB,RR,190/5,191/5,Royals won by 5 wickets (with 7 balls remaining)
2014,734001,Sunrisers Hyderabad v Mumbai Indians,"36th match (N), Pepsi Indian Premier League at Hyderabad (Deccan), May 12 2014",SRH,MI,157/3,160/3,Mum Indians won by 7 wickets (with 8 balls remaining)
2014,734003,Chennai Super Kings v Rajasthan Royals,"37th match (D/N), Pepsi Indian Premier League at Ranchi, May 13 2014",CSK,RR,148/8,149/5,Super Kings won by 5 wickets (with 2 balls remaining)
2014,734005,Royal Challengers Bangalore v Delhi Daredevils,"38th match (N), Pepsi Indian Premier League at Bengaluru, May 13 2014",RCB,DC,186/4,170/7,RCB won by 16 runs
2014,734007,Sunrisers Hyderabad v Kings XI Punjab,"39th match (D/N), Pepsi Indian Premier League at Hyderabad (Deccan), May 14 2014",SRH,KXIP,205/5,211/4,Kings XI won by 6 wickets (with 8 balls remaining)
2014,734009,Kolkata Knight Riders v Mumbai Indians,"40th match (N), Pepsi Indian Premier League at Cuttack, May 14 2014",KKR,MI,141/5,142/4,KKR won by 6 wickets (with 8 balls remaining)
2014,734011,Rajasthan Royals v Delhi Daredevils,"41st match (N), Pepsi Indian Premier League at Ahmedabad, May 15 2014",RR,DC,201/6,139/9,Royals won by 62 runs
2014,734013,Chennai Super Kings v Royal Challengers Bangalore,"42nd match (D/N), Pepsi Indian Premier League at Ranchi, May 18 2014",CSK,RCB,138/4,142/5,RCB won by 5 wickets (with 1 ball remaining)
2014,734015,Sunrisers Hyderabad v Kolkata Knight Riders,"43rd match (N), Pepsi Indian Premier League at Hyderabad (Deccan), May 18 2014",SRH,KKR,142/8,146/3,KKR won by 7 wickets (with 2 balls remaining)
2014,734017,Rajasthan Royals v Mumbai Indians,"44th match (D/N), Pepsi Indian Premier League at Ahmedabad, May 19 2014",RR,MI,178/3,153/8,Mum Indians won by 25 runs
2014,734019,Delhi Daredevils v Kings XI Punjab,"45th match (N), Pepsi Indian Premier League at Delhi, May 19 2014",DC,KXIP,164/7,165/6,Kings XI won by 4 wickets (with 2 balls remaining)
2014,734021,Sunrisers Hyderabad v Royal Challengers Bangalore,"46th match (D/N), Pepsi Indian Premier League at Hyderabad (Deccan), May 20 2014",SRH,RCB,160/6,161/3,Sunrisers won by 7 wickets (with 2 balls remaining)
2014,734023,Kolkata Knight Riders v Chennai Super Kings,"47th match (N), Pepsi Indian Premier League at Kolkata, May 20 2014",KKR,CSK,154/4,156/2,KKR won by 8 wickets (with 12 balls remaining)
2014,734025,Kings XI Punjab v Mumbai Indians,"48th match (N), Pepsi Indian Premier League at Mohali, May 21 2014",KXIP,MI,156/8,159/3,Mum Indians won by 7 wickets (with 6 balls remaining)
2014,734027,Kolkata Knight Riders v Royal Challengers Bangalore,"49th match (D/N), Pepsi Indian Premier League at Kolkata, May 22 2014",KKR,RCB,195/4,165/5,KKR won by 30 runs
2014,734029,Chennai Super Kings v Sunrisers Hyderabad,"50th match (N), Pepsi Indian Premier League at Ranchi, May 22 2014",CSK,SRH,185/3,189/4,Sunrisers won by 6 wickets (with 2 balls remaining)
2014,734031,Mumbai Indians v Delhi Daredevils,"51st match (D/N), Pepsi Indian Premier League at Mumbai, May 23 2014",MI,DC,173,158/4,Mum Indians won by 15 runs
2014,734033,Kings XI Punjab v Rajasthan Royals,"52nd match (N), Pepsi Indian Premier League at Mohali, May 23 2014",KXIP,RR,179/4,163/8,Kings XI won by 16 runs
2014,734035,Royal Challengers Bangalore v Chennai Super Kings,"53rd match (D/N), Pepsi Indian Premier League at Bengaluru, May 24 2014",RCB,CSK,154/6,160/2,Super Kings won by 8 wickets (with 14 balls remaining)
2014,734037,Kolkata Knight Riders v Sunrisers Hyderabad,"54th match (N), Pepsi Indian Premier League at Kolkata, May 24 2014",KKR,SRH,160/7,161/6,KKR won by 4 wickets (with 34 balls remaining)
2014,734039,Kings XI Punjab v Delhi Daredevils,"55th match (D/N), Pepsi Indian Premier League at Mohali, May 25 2014",KXIP,DC,115,119/3,Kings XI won by 7 wickets (with 37 balls remaining)
2014,734041,Mumbai Indians v Rajasthan Royals,"56th match (N), Pepsi Indian Premier League at Mumbai, May 25 2014",MI,RR,189/4,195/5,Mum Indians won by 5 wickets (with 32 balls remaining)
2014,734043,Kolkata Knight Riders v Kings XI Punjab,"Qualifier 1 (D/N), Pepsi Indian Premier League at Kolkata, May 27-28 2014",KKR,KXIP,163/8,135/8,KKR won by 28 runs
2014,734045,Mumbai Indians v Chennai Super Kings,"Eliminator (N), Pepsi Indian Premier League at Mumbai (BS), May 28 2014",MI,CSK,173/8,176/3,Super Kings won by 7 wickets
2014,734047,Chennai Super Kings v Kings XI Punjab,"Qualifier 2 (N), Pepsi Indian Premier League at Mumbai, May 30 2014",CSK,KXIP,226/6,202/7,Kings XI won by 24 runs
2014,734049,Kings XI Punjab v Kolkata Knight Riders,"Final (N), Pepsi Indian Premier League at Bengaluru, Jun 1 2014",KXIP,KKR,199/4,200/7,KKR won by 3 wickets
2013,597998,Kolkata Knight Riders v Delhi Daredevils,"1st match (N), Indian Premier League at Kolkata, Apr 3 2013",KKR,DC,128,129/4,KKR won by 6 wickets (with 8 balls remaining)
2013,597999,Royal Challengers Bangalore v Mumbai Indians,"2nd match (N), Indian Premier League at Bengaluru, Apr 4 2013",RCB,MI,156/5,154/5,RCB won by 2 runs
2013,598000,Sunrisers Hyderabad v Pune Warriors,"3rd match (N), Indian Premier League at Hyderabad (Deccan), Apr 5 2013",SRH,PWI,126/6,104,Sunrisers won by 22 runs
2013,598001,Delhi Daredevils v Rajasthan Royals,"4th match (D/N), Indian Premier League at Delhi, Apr 6 2013",DC,RR,165/7,160/6,Royals won by 5 runs
2013,598002,Chennai Super Kings v Mumbai Indians,"5th match (N), Indian Premier League at Chennai, Apr 6 2013",CSK,MI,148/6,139/9,Mum Indians won by 9 runs
2013,598003,Pune Warriors v Kings XI Punjab,"6th match (D/N), Indian Premier League at Pune, Apr 7 2013",PWI,KXIP,99/9,100/2,Kings XI won by 8 wickets (with 46 balls remaining)
2013,598004,Sunrisers Hyderabad v Royal Challengers Bangalore,"7th match (N), Indian Premier League at Hyderabad (Deccan), Apr 7 2013",SRH,RCB,130/8,130/7,Match tied (Sunrisers Hyderabad won the one-over eliminator)
2013,598005,Rajasthan Royals v Kolkata Knight Riders,"8th match (N), Indian Premier League at Jaipur, Apr 8 2013",RR,KKR,144/6,125,Royals won by 19 runs
2013,598048,Royal Challengers Bangalore v Sunrisers Hyderabad,"9th match (D/N), Indian Premier League at Bengaluru, Apr 9 2013",RCB,SRH,161/6,162/3,RCB won by 7 wickets (with 14 balls remaining)
2013,598006,Mumbai Indians v Delhi Daredevils,"10th match (N), Indian Premier League at Mumbai, Apr 9 2013",MI,DC,209/5,165/9,Mum Indians won by 44 runs
2013,598007,Kings XI Punjab v Chennai Super Kings,"11th match (N), Indian Premier League at Mohali, Apr 10 2013",KXIP,CSK,138,139/0,Super Kings won by 10 wickets (with 16 balls remaining)
